model,term,coefficient,std_error,z_value,p_value
high_larceny_jenks,PC_2,-3.618070824069428,109.65406073747336,-0.03299532000672167,0.9736783197045541
high_larceny_jenks,PC_3,3.309806910678941,121.54634174905908,0.027230822935932278,0.9782756316686416
high_larceny_jenks,PC_4,6.159935724127435,149.80342050161823,0.041120127320863765,0.9672001288911117
high_larceny_jenks,PC_5,-2.2041760244507036,93.7020041983337,-0.023523253779985855,0.9812328897813712
high_larceny_jenks,PC_6,-2.160961582459084,119.8925544522134,-0.01802415164421571,0.9856195863133271
high_larceny_jenks,PC_7,-0.9616016735922353,96.07049156162633,-0.010009334374805366,0.9920138399899209
high_larceny_jenks,PC_8,0.4477563782932306,61.12537758276636,0.007325212473116414,0.9941553783323168
high_larceny_jenks,PC_9,-0.8694466336899239,61.10492229639794,-0.014228749518288427,0.9886474835077829
high_larceny_jenks,PC_10,0.7458908086682057,43.90009396890397,0.01699064264410339,0.9864440807841262
high_larceny_top50,(Intercept),-6.033231727210202,0.17428625759065786,-34.616795441097345,1.4120858799570825e-262
high_larceny_top50,place_density,-0.05829893211944299,0.5742305305662896,-0.1015253091157488,0.9191334675860852
high_larceny_top50,PC_1,-2.9247725363157193,64.66380892345362,-0.04523044010256102,0.9639236313783706
high_larceny_top50,PC_2,-3.5199044302480225,102.95622282494297,-0.03418836019492416,0.9727269483351152
high_larceny_top50,PC_3,3.2864127523749413,119.72289212459954,0.027450161736442717,0.9781006900233608
high_larceny_top50,PC_4,6.097327668734069,145.31105427174583,0.04196052185631709,0.9665301693760165
high_larceny_top50,PC_5,-2.172369072737064,92.53204628860772,-0.023476937556978248,0.9812698345777469
high_larceny_top50,PC_6,-2.1736412696440564,117.47222469480032,-0.01850344858362309,0.9852372264655095
high_larceny_top50,PC_7,-0.9848356536415591,94.39239777268214,-0.010433421301716077,0.9916754852565677
high_larceny_top50,PC_8,0.4481605234002851,60.09838082144493,0.007457114772056685,0.9940501383991655
high_larceny_top50,PC_9,-0.8713900282439045,59.505280346910695,-0.014643910980063873,0.9883162671053815
high_larceny_top50,PC_10,0.7444346163231625,43.17367739740811,0.017242789153000294,0.9862429264476045
high_violence_top50,(Intercept),-4.744347500866966,0.09206779467750348,-51.531021433559275,0.0
high_violence_top50,place_density,-0.06137127684046593,0.3571912042058564,-0.17181631607338357,0.8635819379084645
high_violence_top50,PC_1,-3.0187897919331372,40.19592332154201,-0.07510188950717028,0.94013364446337
high_violence_top50,PC_2,-3.792019871641365,70.55013463236585,-0.05374929319981373,0.9571349092397287
high_violence_top50,PC_3,3.367034744244913,74.27879009788182,0.04532969290167436,0.9638445202441208
high_violence_top50,PC_4,6.327880483765163,93.584032759833,0.0676170955359934,0.9460904462754116
high_violence_top50,PC_5,-2.2782255391627384,57.05672679371326,-0.03992913136078746,0.9681496261495404
high_violence_top50,PC_6,-2.177478776503839,74.00414518455888,-0.02942374067119384,0.9765266386821638
high_violence_top50,PC_7,-0.9342575868550717,59.1561447956926,-0.015793077626706647,0.9873994710029894
high_violence_top50,PC_8,0.4484636218842955,37.38813675632597,0.011994810675030942,0.9904297552404544
high_violence_top50,PC_9,-0.8829587159273687,37.43059416947369,-0.023589225218536892,0.9811802667912869
high_violence_top50,PC_10,0.7592599875968528,26.928009265211458,0.02819591972503321,0.9775058915196913
high_drugs_top50,(Intercept),-5.025779361014922,0.10575477849786176,-47.522952933200436,0.0
high_drugs_top50,place_density,-0.0676253511457184,0.5841368323099412,-0.11576970909075734,0.9078350577026075
high_drugs_top50,PC_1,-3.278985260048358,66.60422907173236,-0.049230886773224417,0.9607352970165756
high_drugs_top50,PC_2,-4.22678752979541,129.12358331119816,-0.03273443488327391,0.9738863635316762
high_drugs_top50,PC_3,3.6263364216538956,121.09236680058545,0.02994686219673727,0.9761094319636192
high_drugs_top50,PC_4,6.9435889122257874,164.19848953396544,0.042287775800699215,0.9662692900680532
high_drugs_top50,PC_5,-2.507943556856833,91.84156054512138,-0.0273072837827564,0.9782146474176685
high_drugs_top50,PC_6,-2.3291052131611916,122.40290725317767,-0.019028185403665944,0.9848186207768326
high_drugs_top50,PC_7,-0.9352505103345253,97.19907799361484,-0.009622010101741536,0.9923228651582435
high_drugs_top50,PC_8,0.45717494127338665,60.91044419734333,0.007505690482114836,0.9940113816747328
high_drugs_top50,PC_9,-0.972726493297605,60.77683319524862,-0.016004889398772596,0.9872304910191111
high_drugs_top50,PC_10,0.8206891150096128,43.58240486632361,0.01883074413921946,0.9849761278912762
high_drugs_jenks,(Intercept),-7.046357308172729,0.28880081567754484,-24.398675231029152,1.7664601633761462e-131
high_drugs_jenks,place_density,-0.058175238579753485,0.9465560632465119,-0.06145989745205709,0.9509929511976067
high_drugs_jenks,PC_1,-2.921596531524365,106.6141448806899,-0.027403460720844073,0.9781379380305086
high_drugs_jenks,PC_2,-3.507894116921556,168.99421185947125,-0.020757480852886125,0.983439115787869
high_drugs_jenks,PC_3,3.283603169593036,197.3250901419165,0.016640576052601642,0.9867233540242117
high_drugs_jenks,PC_4,6.0889156461501095,239.21555929220366,0.025453677278209366,0.9796930966799379
high_drugs_jenks,PC_5,-2.168919400744873,152.53572781881093,-0.01421909104023955,0.9886551890787643
high_drugs_jenks,PC_6,-2.1744993382709397,193.51316273630428,-0.01123695829019175,0.9910343931503153
high_drugs_jenks,PC_7,-0.9874566452775784,155.55057095147072,-0.006348138995810237,0.9949349519247198
high_drugs_jenks,PC_8,0.44844158099122094,99.03614433105658,0.004528059770705299,0.9963871433644951
high_drugs_jenks,PC_9,-0.8712633677439483,97.96389553462892,-0.008893719088947096,0.9929039323986768
high_drugs_jenks,PC_10,0.7442761061649261,71.13564694619409,0.01046277271826719,0.9916520674926731
