street_id,crime_VIOLENCE,crime_LARCENY,crime_BURGLARY,crime_DRUGS,SPORTS,SHOPPING,OTHER,TRANSPORTATION,AUTOMOTIVE,SERVICES,FOOD_DRINK,ENTERTAINMENT_RECREATION,HEALTH_WELLNESS,LODGING,PLACE_OF_WORSHIP,EDUCATION,GOVERNMENT,BUSINESS,FINANCE,FACILITIES,CULTURE,total_crime,total_places,crime_place_ratio,street_length_meters,place_density,interact_SHOPPING_x_FOOD_DRINK,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
168151,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14.0,216.50604316307655,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,154.55963468637506,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,11.382665496204527,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,8.209492346529835,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4263,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67.0,75.91096090851192,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91638,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,126.69236881014722,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,110.0165336354467,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,79.83846442357301,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4266,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11.0,120.98050455380087,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81581,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,228.2911382142913,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3729,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14.0,84.7276451729138,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,78.44893401481097,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23221,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,144.97241557816966,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,89.49686389694278,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11.0,84.64362786587321,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16715,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,71.83390516452808,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81540,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,91.7636923579533,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19789,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,13.978384936649311,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19727,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6.0,154.63098480803967,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,74.62920253347542,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4369,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.0,162.07582378410777,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
